機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","上益藥局","新北市","三重區","忠孝路二段１３６號一樓","莊登愿","男","0229879460","Y"
"開業","上祐藥局","雲林縣","西螺鎮","西興南路342號","謝銘傳","男","55883753","Y"
"開業","上善藥局","花蓮縣","吉安鄉","吉安路二段39號","顏佳君","女","038535618、手機0930763685","Y"
"開業","上華藥局","臺中市","龍井區","新興路37號","洪惠珠","女","426320433","N"
"開業","上華藥局","宜蘭縣","羅東鎮","復興路2段159號","游信雄","男","9557655","Y"
"開業","上順藥局","高雄市","三民區","懷安街131號","汪慶輝","男","073829500","N"
"開業","上新藥局","宜蘭縣","員山鄉","員山路一段296號","謝清潭","男","9220086","Y"
"開業","上群藥師藥局","新北市","蘆洲區","民族路二八七號一樓","吳尚儒","男","0022898275","Y"
"開業","上鼎藥師健保藥局","高雄市","大社區","中山路423號","許樂宇","女","73531053","Y"
"開業","上嘉藥局","新北市","板橋區","四維路296號1樓","陳栴芳","男","222582278","Y"
"開業","上豪藥局","新北市","三重區","中正北路２２０號１樓","黃宇榕","男","0229864336","Y"
"開業","上齊健保藥局","臺中市","烏日區","三民街157號","黃美勳","女","423380876","Y"
"開業","上慧藥局","臺中市","大甲區","順天路342號","林秀玲","女","26873501","Y"
"開業","上頤藥局","臺北市","北投區","中和街327號1樓","賴玠錡","女","228981210","Y"
"開業","丸三大藥局","臺北市","北投區","自強街１０５號","朱倚良","男","0228230637","Y"
"開業","丸之內藥局","高雄市","三民區","十全二路321、323號","蔡世慧","女","73156688","Y"
"開業","久久藥局","雲林縣","北港鎮","公園路47-1號","詹美玲","女","7835949","Y"
"開業","久久藥局","嘉義縣","朴子市","中興路65號","嚴素枝","女","53704552","Y"
"開業","久大藥局","臺北市","中山區","林森北路480號","李佩玲","女","25111594","Y"
"開業","久大藥師便利藥局","高雄市","三民區","立忠路３２號","鄭瓊暖","女","073858116","Y"
"開業","久大藥師藥局","臺南市","永康區","大灣路一０五八號","林冠璋","男","062724 195","Y"
"開業","久安藥局","新北市","土城區","廣明街70號1樓","黃崇連","男","289671097","Y"
"開業","久和藥局","高雄市","三民區","陽明路70號","吳美琴","女","3928055","Y"
"開業","久芳藥局","臺南市","南區","喜樹路３４０巷１６６號","洪芬芳","男","0062625209","Y"
"開業","久長安藥局","南投縣","草屯鎮","碧山路九八號","李偉雄","男","49333256","Y"
"開業","久青藥局","新北市","樹林區","東華街三十三號","康久青","男","0026754326","Y"
"開業","久洲藥局","新北市","三重區","中正南路18號1樓","黃苓瑛","女","229783515","Y"
"開業","久泰藥局","新北市","三重區","仁愛街３６號","戴國榮","男","0029751735","Y"
"開業","久泰藥局","南投縣","埔里鎮","南興街324、326號","劉紜溶","女","492980968","Y"
"開業","久堂藥局","高雄市","大樹區","久堂里久堂路136號一樓","陳慧峮","女","6512800","Y"
"開業","久祥藥局","臺中市","潭子區","中山路二段384之7號","莊民典","男","425325519","Y"
"開業","久揚大藥局","臺中市","西屯區","工業區一路九十八之十六號","林聰源","男","423580738","Y"
"開業","久揚藥局","臺中市","潭子區","頭張路一段7號1樓","陳玉娟","女","425356103","Y"
"開業","久達藥局","新北市","土城區","中央路3段４７號","趙世彬","男","0022606982","Y"
"開業","久銘藥局","高雄市","鳳山區","八德路116號1樓","謝雪貞","女","077772118、077767190、7762221","Y"
"開業","久億藥局","高雄市","前鎮區","保泰路三五一號","林永豐","男","077619333","Y"
"開業","久億藥局","高雄市","鳳山區","新泰里海洋一路121號1樓","戴維貞","女","77663095","Y"
"開業","久德藥局","臺中市","大里區","塗城路一０六一號","郭秀英","女","24964507","N"
"開業","久豐大藥局","新北市","樹林區","復興路286號1樓","楊雅慧","女","","Y"
"開業","久齡藥局","高雄市","苓雅區","建軍路256號","葉　嵩","男","077493033、0930746480",""
"開業","凡禾藥局","新北市","三峽區","民權街8號1樓","顏正修","男","226713363","Y"
"開業","凡米藥局","臺南市","永康區","勝利街35號1樓","馮義閔","男","63121035","Y"
"開業","千千藥局","高雄市","岡山區","平和路125號1樓","朱千晟","男","76216850","Y"
"開業","千大藥局","新北市","中和區","立人街13號1樓","簡麗娥","女","0229441567","Y"
"開業","千仟藥局","新竹市","東區","新光路48號","李芳瑋","女","35733315","Y"
"開業","千代田藥局","新北市","淡水區","學府路19號1樓","邱翠觀","女","0226210173","Y"
"開業","千代藥局","臺南市","中西區","民生路一段60號1樓","陳盈舟","男","062256895","Y"
"開業","千甲台安藥局","屏東縣","屏東市","大同里逢甲路92號","廖浩君","男","087330663 0958532288 063110855","Y"
"開業","千多藥局","臺南市","北區","金華路五段1號","羅義程","男","62228641","Y"
"開業","千江大藥局","苗栗縣","後龍鎮","忠孝路59號","江聖元","男","37728208","Y"
"開業","千百岳大藥局","臺中市","東勢區","豐勢路85號1樓","翁清榮","男","0425887639","Y"
"開業","千百岳大藥局","苗栗縣","苗栗市","上苗里中山路70號","陳貞錦","女","","Y"
"開業","千佑藥局","高雄市","旗津區","中洲三路５１３號","周進誠","男","075712619","Y"
"開業","千和藥局","桃園市","中壢區","中美路1段49號","田嘉惠","女","34518884","Y"
"開業","千芮藥局","桃園市","中壢區","中原里忠孝路6號","黃健誠","男","","Y"
"開業","千美台安藥局","臺中市","南區","美村南路263號","陳威廷","男","422602101","Y"
"開業","千家藥局","新北市","泰山區","明志路二段１９９號","林玉燕","女","0022962319","N"
"開業","千恩藥局","桃園市","中壢區","榮民路181號","張富喬","男","32850608","Y"
"開業","千盛台安藥局","臺北市","士林區","天母東路8巷84號1樓","趙念芸","女","228720208","Y"
"開業","千勝藥局","臺南市","新化區","民權街36號1樓","連三勝","男","65902377","Y"
"開業","千惠藥局","高雄市","楠梓區","和光街１８１號","蘇惠瓊","女","073631268","Y"
"開業","千登健保藥局","花蓮縣","花蓮市","中央路三段653號1-2樓","張栢綸","男","8571950","Y"
"開業","千順藥局","臺中市","清水區","光復街110-2號1樓","蘇靜琪","女","426220580","Y"
"開業","千歲藥師藥局","臺中市","清水區","中山路238號1樓","陳筑熒","女","","Y"
"開業","千瑞藥局","臺北市","大安區","忠孝東路三段300號B3","石青瑞","男","77450558","N"
"開業","千葉大藥局","桃園市","中壢區","新生路三Ｏ七號","莊新輝","男","34251886","Y"
"開業","千誠北護藥局","臺北市","萬華區","內江街114號","吳承峰","男","223123530","Y"
"開業","千福藥局","臺北市","大安區","忠孝東路四段四十五號地下二樓","蘇澤偉","男","27403767","N"
"開業","千福藥局","臺南市","新化區","中山路424號1樓","陳千福","男","65905862","Y"
"開業","千福藥局","新北市","永和區","中山路一段二三八號B2","阮彩娥","女","0282315075","N"
"開業","千福藥局","桃園市","中壢區","高鐵站前西路二段87號","黃豐文","男","034259643","Y"
"開業","千樂台安藥局","新北市","中和區","安樂路101之2號1樓、2樓及101之3號1樓、2樓","梁鈺欣","女","0229406029","Y"
"開業","千薏台安藥局","臺南市","南區","金華路二段2號1樓","林君懇","男","62638265","Y"
"開業","口庄藥局","彰化縣","花壇鄉","中口村中山路2段562號","施雅瀞","女","47867209","Y"
"開業","口湖藥局","雲林縣","口湖鄉","湖東村廟前街9號","王麗淑","女","057891321、057892262","N"
"開業","土城人藥局","新北市","土城區","中央路二段213巷2號1樓","張育誠","男","(02)22705068","Y"
"開業","土城金城藥局","新北市","土城區","裕民路280號1、2樓","洪碩希","女","(02)22631616","Y"
"開業","土城藥師藥局","臺南市","安南區","城北路７５號","郭惠如","女","062571872","Y"
"開業","土庫台丞藥局","雲林縣","土庫鎮","中正路112號","王勝彬","男","56626677","Y"
"開業","土庫新高橋藥局","高雄市","楠梓區","土庫路188號1樓","陳憲德","男","3535458","Y"
"開業","土庫藥局","雲林縣","土庫鎮","中山路199號","吳冠穎","男","56626225","Y"
"開業","士凡藥局","彰化縣","彰化市","五權里自強南路40號1樓","陳仕凡","男","47287707","Y"
"開業","士昌藥局","新北市","林口區","工六路36號1樓","陳士介","男","0226018863","Y"
"開業","士東藥局","臺北市","士林區","士東路91巷3號","王孟仁","男","228760588","Y"
"開業","士林三安藥局","臺北市","士林區","大南路１１號","曾曼麗","女","0228812631","Y"
"開業","士林泰安藥局","臺北市","士林區","大東路36號(1樓)","陳珮菁","女","228813509","Y"
"開業","士宣台北藥局","新北市","新莊區","後港一路143號2樓","林綺珊","女","229087790",""
"開業","士凱藥局","高雄市","左營區","孟子路178號","蕭宏力","男","3430257.0912780560","Y"
"開業","大一藥局","桃園市","桃園區","中山路６８４之１號１樓","徐世紋","女","3343487","Y"
"開業","大乙藥局","桃園市","平鎮區","文化街３７號","徐茂誠","男","034945346","N"
"開業","大力藥局","臺南市","歸仁區","中山路二段一五一號","黃太郎","男","62398273","Y"
"開業","大力藥局仁德店","臺南市","仁德區","後壁里中正路二段二六四號","何俊宏","男","62705958","Y"
"開業","大千中西藥師藥局","桃園市","八德區","高城里高城二街９巷２２號１樓","楊長熹","男","33691258","Y"
"開業","大千藥局","彰化縣","北斗鎮","四維路111號","楊境章","男","8882592","N"
"開業","大山藥局","高雄市","鼓山區","鼓元街五三號","林溪泉","男","075517757","N"
"開業","大山藥局","桃園市","龜山區","中興路1段22、24號1樓","鄒知螢","男","33191057","Y"
"開業","大山藥局","金門縣","金湖鎮","新市里中正路2號、2-2號","謝玲勉","女","","Y"
"開業","大川藥局","新北市","板橋區","中山路2段86號(1樓)","吳宏旻","男","229555011","Y"
"開業","大川藥局","雲林縣","虎尾鎮","民族路8號","柳如美","女","56339178","Y"
"開業","大中華藥局","高雄市","鳳山區","光遠路424號1樓","柯國昭","男","77468029",""
"開業","大仁祥藥局","臺中市","大里區","大德街89號1樓","謝明輝","男","424814349","Y"
"開業","大仁藥局","臺中市","大里區","大明路450號1樓","鄒明霖","男","424066691","Y"
"開業","大仁藥局","臺南市","南區","新孝路三十號","黃介辰","男","062610673","Y"
"開業","大仁藥局","高雄市","苓雅區","福德一路351號","丁振舜","男","77211323",""
"開業","大仁藥局","高雄市","鳳山區","五甲一路１０８號","李延賦","男","077474169","N"
"開業","大仁藥局","桃園市","楊梅區","新農街３６７號","王瑞云","女","34781696","Y"
"開業","大仁藥局","新北市","新莊區","公園一路32號1樓","石偉志","男","","Y"
"開業","大仁藥局","彰化縣","彰化市","忠孝里辭修路80號1樓","張燕真","女","47282678","Y"
"開業","大仁藥局","南投縣","埔里鎮","西康路34號","鄭庚清","男","2982337","N"
"開業","大仁藥局","嘉義縣","水上鄉","柳鄉村柳子林99-2號","薛如弼","男","052681458","Y"
"開業","大仁藥局","屏東縣","屏東市","林森路2巷９號","黃月玫","女","87234566","N"
"開業","大元藥局","臺中市","北屯區","昌平路一段二十三號一樓","曾素梅","女","422357722","Y"
"開業","大元藥局","雲林縣","北港鎮","民樂路72號","李文賢","男","57833636","Y"
"開業","大內湖藥局","臺北市","內湖區","成功路3段164號1樓","王聰智","男","27956286","N"
"開業","大友藥局","屏東縣","鹽埔鄉","光復路５８號","葉慶聰","男","87932334","N"
"開業","大天藥局","桃園市","平鎮區","金陵路二段6號","呂紀儒","男","34570818","Y"
"開業","大夫藥局","高雄市","三民區","清華街234號","張宏才","男","073813468/0919529499","N"
"開業","大心聯合藥局","桃園市","龍潭區","中興路390號","邱瑞敏","男","34897998","Y"
"開業","大心藥局","臺中市","西屯區","西屯路2段295-19號","賴彥蓉","女","424528355","Y"
